01/15/2020,16:45:00.204,INFO,CSP,ERIS,15,432002,0000000000
01/15/2020,16:45:00.204,INFO,CSP,ERIS,7,432002,0000000000
01/15/2020,16:45:00.204,INFO,CSP,ERIS,2,432002,0000000000
01/15/2020,16:45:00.204,INFO,CSP,ERIS,6,432002,0000000000
01/15/2020,16:45:00.204,INFO,CSP,ERIS,1,432002,0000000000
01/15/2020,16:45:00.204,INFO,CSP,ERIS,11,432002,0000000000
01/15/2020,16:45:00.204,INFO,CSP,ERIS,9,432002,0000000000
01/15/2020,16:45:00.204,INFO,CSP,ERIS,10,432002,0000000000
01/15/2020,16:45:00.204,INFO,CSP,ERIS,8,432002,0000000000
01/15/2020,16:45:00.204,INFO,CSP,ERIS,12,432002,0000000000
01/15/2020,16:45:00.204,INFO,CSP,ERIS,13,432002,0000000000
01/15/2020,16:45:00.204,INFO,CSP,ERIS,26,432002,0000000000
01/15/2020,16:45:00.204,INFO,CSP,ERIS,27,432002,0000000000
01/15/2020,16:45:00.204,INFO,CSP,ERIS,25,432002,0000000000
01/15/2020,16:45:00.204,INFO,CSP,ERIS,17,432002,0000000000
01/15/2020,16:45:00.204,INFO,CSP,ERIS,16,432002,0000000000
01/15/2020,16:45:00.204,INFO,CSP,ERIS,18,432002,0000000000
01/15/2020,16:45:00.204,INFO,CSP,ERIS,20,432002,0000000000
01/15/2020,16:45:00.205,INFO,CSP,ERIS,3,432002,0000000000
01/15/2020,16:45:00.205,INFO,CSP,ERIS,19,432002,0000000000
01/15/2020,16:45:00.206,INFO,CSP,ERIS,21,432002,0000000000
01/15/2020,16:45:00.206,INFO,CSP,ERIS,22,432002,0000000000
01/15/2020,16:45:00.206,INFO,CSP,ERIS,4,432002,0000000000
01/15/2020,16:45:00.206,INFO,CSP,ERIS,5,432002,0000000000
01/15/2020,16:45:00.206,INFO,CSP,ERIS,14,432002,0000000000
01/15/2020,16:45:00.206,INFO,CSP,ERIS,23,432002,0000000000
01/15/2020,16:45:00.206,INFO,CSP,ERIS,24,432002,0000000000
01/15/2020,16:45:00.207,INFO,CSP,ERIS,26,432004,0000000000
01/15/2020,16:45:00.207,INFO,CSP,ERIS,25,432004,0000000000
01/15/2020,16:45:00.207,INFO,CSP,ERIS,21,432004,0000000000
01/15/2020,16:45:00.207,INFO,CSP,ERIS,14,432004,0000000000
01/15/2020,16:45:00.207,INFO,CSP,ERIS,27,432004,0000000000
01/15/2020,16:45:00.207,INFO,CSP,ERIS,23,432004,0000000000
01/15/2020,16:45:00.207,INFO,CSP,ERIS,22,432004,0000000000
01/15/2020,16:45:00.207,INFO,CSP,ERIS,19,432004,0000000000
01/15/2020,16:45:00.207,INFO,CSP,ERIS,18,432004,0000000000
01/15/2020,16:45:00.207,INFO,CSP,ERIS,24,432004,0000000000
01/15/2020,16:45:00.207,INFO,CSP,ERIS,20,432004,0000000000
01/15/2020,16:45:00.208,INFO,CSP,ERIS,17,432004,0000000000
01/15/2020,16:45:00.208,INFO,CSP,ERIS,16,432004,0000000000
01/15/2020,16:45:00.208,INFO,CSP,ERIS,15,432004,0000000000
01/15/2020,16:45:00.208,INFO,CSP,ERIS,13,432004,0000000000
01/15/2020,16:45:00.208,INFO,CSP,ERIS,12,432004,0000000000
01/15/2020,16:45:00.208,INFO,CSP,ERIS,11,432004,0000000000
01/15/2020,16:45:00.208,INFO,CSP,ERIS,10,432004,0000000000
01/15/2020,16:45:00.208,INFO,CSP,ERIS,9,432004,0000000000
01/15/2020,16:45:00.208,INFO,CSP,ERIS,8,432004,0000000000
01/15/2020,16:45:00.208,INFO,CSP,ERIS,7,432004,0000000000
01/15/2020,16:45:00.208,INFO,CSP,ERIS,6,432004,0000000000
01/15/2020,16:45:00.208,INFO,CSP,ERIS,5,432004,0000000000
01/15/2020,16:45:00.208,INFO,CSP,ERIS,4,432004,0000000000
01/15/2020,16:45:00.208,INFO,CSP,ERIS,3,432004,0000000000
01/15/2020,16:45:00.208,INFO,CSP,ERIS,2,432004,0000000000
01/15/2020,16:45:00.208,INFO,CSP,ERIS,1,432004,0000000000
01/15/2020,16:45:00.210,INFO,CSP,ERIS,13,432006,0000000000
01/15/2020,16:45:00.210,INFO,CSP,ERIS,26,432006,0000000000
01/15/2020,16:45:00.210,INFO,CSP,ERIS,25,432006,0000000000
01/15/2020,16:45:00.210,INFO,CSP,ERIS,21,432006,0000000000
01/15/2020,16:45:00.210,INFO,CSP,ERIS,23,432006,0000000000
